country,adm1_code,admin_level_1,year,farmer,nextserv,nremit,nborrow,nsocben,telephone,dsmall,vpfood,foodprod,totvp,totlivstvp,yield_vha,yieldwork,yield_total,yield_weha,yield_maha,yield_riha,foodexp,pcexp2,foodownp,foodcal,totincome,qchem_ha,femhead,agehead,snghead,msize,fsize,dextens,distance,sh_agin,shagwge,shoffarm,shtrans,shother,landop,TLU_total,dmachinery,shirrland,chemexp_ha,qfert_ha,fertexp_ha,qseed_ha,seedexp_ha,dtchadmem,shagprod_sold,shinput_vp,shfert_purch,shseed_purch,shchem_purch,dborrow,amloan,famldays,wfamldays,mfamldays,hlabdays,hlabwage,offlabday,offlabwage,hhsize,eduhead,dsocben,shsocben,dremit,remitt,dphone,TLU_agg_cattle,TLU_agg_poultry,TLU_agg_other,TLU_agg_equins,TLU_agg_pigs,TLU_agg_camels,TLU_agg_goats,var_type
Viet Nam,73938,Lai Chau,2002,0.0,0.0,46971.194,3615.974,12562.992,1536.428,,1190.11,2.241,1570.316,830.693,3258.376,2.823,5709.333,,,,296.301,487.263,0.608,,5571.875,,0.131,43.503,0.102,3.036,2.853,,1.729,0.772,0.013,0.116,0.079,0.019,0.516,0.958,0.183,,55.101,,301.355,,255.228,,0.244,0.265,,,,0.061,749.302,2.241,1.236,1.0,0.109,0.951,0.296,3.832,5.89,4.727,0.212,0.011,0.794,182.351,0.026,0.234,0.125,0.0,0.0,0.599,0.0,0.0,2
Viet Nam,73938,Lai Chau,2008,0.0,12158.0,26027.0,16293.0,11105.0,0.0,,1196.112,1.67,1636.4,677.504,3356.625,3.362,,,,,450.682,597.896,0.615,,4341.125,,0.146,40.365,0.126,2.617,2.492,0.336,,0.685,0.022,0.239,0.044,0.009,0.6,0.567,0.056,0.508,44.49,723.964,388.501,,151.097,,0.227,0.265,,,,0.45,536.006,1.876,1.024,0.852,0.054,11.404,0.537,7.206,5.109,4.315,0.307,0.008,0.719,63.743,0.0,0.088,0.11,0.0,0.0,0.369,0.0,0.0,2
Viet Nam,3359,Lam Dong,2002,0.0,0.0,116430.471,5745.461,11400.406,22800.722,,469.785,0.966,1540.029,540.287,950.716,4.593,2920.901,,,,367.07,801.142,0.148,,4940.928,,0.193,45.061,0.154,2.313,2.522,,0.122,0.578,0.065,0.253,0.071,0.033,0.607,0.882,0.277,,161.939,,843.697,,252.398,,0.782,0.584,,,,0.045,884.351,1.267,0.578,0.659,0.221,1.326,0.465,5.416,4.835,6.376,0.089,0.045,0.912,129.811,0.179,0.05,0.082,0.0,0.0,0.749,0.0,0.0,2
Viet Nam,3359,Lam Dong,2008,0.0,11580.0,158561.0,88368.0,18752.0,4154.0,,832.884,1.034,6555.028,777.117,1303.449,24.917,,,,,495.192,828.559,0.144,,9465.868,,0.212,47.294,0.107,2.298,2.329,0.073,,0.713,0.096,0.101,0.085,0.005,0.729,2.334,0.258,0.744,187.666,1551.272,1546.129,,148.659,,0.887,0.479,,,,0.557,1745.671,1.509,0.618,0.892,0.179,10.415,0.439,11.873,4.627,7.331,0.118,0.002,1.0,280.667,0.027,0.066,0.074,0.0,0.0,2.195,0.0,0.0,2
Viet Nam,3360,Lang Son,2002,0.0,0.0,36732.193,3590.589,5319.894,2234.04,,1260.42,2.218,1833.684,915.707,2996.472,3.76,3850.957,,,,287.321,589.081,0.486,,7202.389,,0.112,43.611,0.053,2.553,2.473,,0.0,0.805,0.001,0.112,0.051,0.031,0.571,1.094,0.478,,48.311,,380.961,,149.461,,0.205,0.257,,,,0.056,674.398,1.862,0.993,0.862,0.0,,0.272,5.593,5.026,6.712,0.083,0.042,0.572,113.048,0.035,0.079,0.183,0.0,0.0,0.832,0.0,0.0,2
Viet Nam,3360,Lang Son,2008,0.0,1327.0,62584.0,29894.0,8100.0,0.0,,1303.131,1.762,1990.842,1304.953,3380.278,5.53,,,,,511.491,717.53,0.498,,5302.406,,0.124,44.125,0.134,2.143,2.294,0.014,,0.686,0.018,0.196,0.083,0.018,0.564,1.171,0.387,0.35,38.121,682.754,426.916,,146.616,,0.269,0.235,,,,0.309,543.038,1.542,0.783,0.759,0.038,7.339,0.508,7.953,4.437,6.942,0.084,0.007,0.646,147.875,0.0,0.0,0.189,0.0,0.0,0.982,0.0,0.0,2
Viet Nam,73939,Lao Cai,2002,0.0,0.0,28597.526,6719.145,3784.583,778.865,,1270.674,2.384,1625.999,829.016,3156.093,3.274,3932.593,,,,314.009,499.944,0.591,,5607.903,,0.098,42.395,0.051,2.59,2.419,,0.451,0.826,0.001,0.111,0.047,0.014,0.518,0.888,0.077,,33.764,,421.169,,167.723,,0.237,0.226,,,,0.095,791.644,1.93,1.014,0.899,0.004,,0.288,7.643,5.009,4.477,0.054,0.131,0.406,108.247,0.011,0.071,0.165,0.0,0.0,0.652,0.0,0.0,2
Viet Nam,73939,Lao Cai,2008,0.0,20648.0,38303.0,29531.0,3359.0,0.0,,1621.428,2.026,2057.901,1372.265,3119.454,4.174,,,,,437.865,526.541,0.567,,4831.219,,0.164,44.6,0.096,2.367,2.055,0.312,,0.813,0.008,0.1,0.075,0.003,0.65,2.313,0.023,0.495,47.896,681.161,471.602,,138.079,,0.345,0.26,,,,0.446,825.233,1.887,0.94,0.947,0.013,5.405,0.263,13.441,4.422,5.693,0.051,0.007,0.579,115.708,0.0,0.012,0.164,0.0,0.0,2.136,0.0,0.0,2
Viet Nam,3362,Long An,2002,0.0,0.0,145507.826,1979.015,7908.34,6905.871,,1373.73,3.094,1502.353,696.134,3002.845,8.296,3254.106,,,,424.166,900.555,0.234,,5811.94,,0.233,49.364,0.238,2.078,2.183,,1.105,0.478,0.05,0.345,0.099,0.029,0.473,0.641,0.19,,208.893,,734.986,,302.813,,0.628,0.598,,,,0.013,543.426,0.707,0.341,0.346,0.095,4.735,0.814,9.972,4.262,5.551,0.053,0.056,0.982,341.5,0.047,0.057,0.246,0.0,0.0,0.337,0.0,0.0,2
Viet Nam,3362,Long An,2008,0.0,2545.0,165939.0,78968.0,20961.0,0.0,,2365.376,3.967,2495.3,1688.406,4530.065,16.276,,,,,538.837,962.861,0.253,,8305.841,,0.301,51.683,0.198,2.051,2.077,0.015,,0.511,0.039,0.338,0.097,0.015,0.497,1.134,0.087,0.777,263.287,934.599,1011.91,,201.106,,0.653,0.477,,,,0.476,2440.09,0.657,0.322,0.334,0.089,8.004,1.05,9.519,4.128,5.716,0.126,0.02,1.0,367.984,0.0,0.056,0.153,0.0,0.0,0.924,0.0,0.0,2
Viet Nam,3364,Nam Dinh,2002,0.0,0.0,322344.879,5148.652,30182.021,6990.296,,1370.023,2.463,1393.508,1071.036,6165.011,5.833,6433.874,,,,373.354,636.413,0.551,,5385.592,,0.142,49.582,0.13,1.965,2.006,,0.221,0.567,0.007,0.286,0.105,0.034,0.223,1.091,0.269,,250.333,,724.289,,389.031,,0.343,0.405,,,,0.013,553.977,0.927,0.595,0.329,0.015,,0.784,7.039,3.971,7.945,0.077,0.154,0.827,229.849,0.018,0.017,0.083,0.0,0.0,0.992,0.0,0.0,2
Viet Nam,3364,Nam Dinh,2008,0.0,5136.0,419876.0,141785.0,50190.0,3060.0,,1520.953,1.996,2280.447,1206.999,7016.38,15.662,,,,,581.042,918.008,0.464,,6904.004,,0.212,52.402,0.183,1.68,1.813,0.012,,0.532,0.014,0.276,0.154,0.024,0.23,1.999,0.044,0.838,369.944,1644.171,1095.219,,286.767,,0.41,0.392,,,,0.324,997.643,0.826,0.542,0.285,0.029,7.643,0.86,7.56,3.493,8.086,0.115,0.018,0.959,369.292,0.011,0.02,0.154,0.0,0.0,1.825,0.0,0.0,2
Viet Nam,3366,Nghe An,2002,0.0,0.0,456824.468,33846.744,66430.63,16457.766,,1059.414,2.082,1348.178,999.517,3744.395,3.52,4993.004,,,,284.717,560.396,0.437,,5091.857,,0.141,47.397,0.102,2.387,2.359,,0.124,0.67,0.006,0.179,0.121,0.024,0.333,1.015,0.246,,55.21,,601.05,,287.817,,0.289,0.343,,,,0.068,472.291,1.597,0.943,0.654,0.02,,0.378,6.123,4.746,8.535,0.133,0.101,0.914,237.635,0.033,0.154,0.097,0.0,0.0,0.764,0.0,0.0,2
Viet Nam,3366,Nghe An,2008,0.0,35465.0,458353.0,195136.0,147034.0,5196.0,,1233.611,1.776,1659.656,798.816,4876.289,6.0,,,,,461.759,758.27,0.424,,4758.291,,0.203,52.131,0.176,1.833,2.143,0.064,,0.6,0.014,0.197,0.173,0.016,0.312,0.685,0.114,0.566,75.734,1153.665,826.358,,298.313,,0.319,0.334,,,,0.352,885.821,1.213,0.74,0.473,0.016,5.517,0.517,7.789,3.976,8.337,0.266,0.037,0.828,326.239,0.012,0.21,0.082,0.0,0.0,0.393,0.0,0.0,2
Viet Nam,3367,Ninh Binh,2002,0.0,0.0,180893.596,5472.047,20381.137,3219.165,,1354.91,2.516,1532.803,876.681,4940.369,6.285,5563.674,,,,379.31,619.551,0.532,,5332.924,,0.121,46.328,0.101,2.147,2.137,,0.061,0.574,0.024,0.246,0.127,0.029,0.287,0.936,0.327,,120.525,,782.904,,355.51,,0.334,0.389,,,,0.029,530.922,1.013,0.613,0.401,0.083,1.038,0.641,6.277,4.284,7.89,0.109,0.092,0.965,261.141,0.017,0.062,0.115,0.0,0.0,0.759,0.0,0.0,2
Viet Nam,3367,Ninh Binh,2008,0.0,1942.0,200109.0,119260.0,71335.0,5716.0,,1655.334,2.164,1843.192,1023.129,5709.713,11.805,,,,,607.542,998.115,0.411,,6648.643,,0.222,51.69,0.202,1.786,2.063,0.009,,0.587,0.013,0.246,0.131,0.023,0.315,1.09,0.108,0.822,185.465,1599.253,856.731,,260.881,,0.401,0.362,,,,0.549,2073.189,0.781,0.449,0.332,0.04,7.035,0.837,9.797,3.849,8.046,0.329,0.031,0.922,275.509,0.032,0.091,0.232,0.0,0.0,0.768,0.0,0.0,2
Viet Nam,3368,Ninh Thuan,2002,0.0,0.0,35384.939,110.005,1234.398,4702.327,,1614.293,3.549,1749.541,648.904,4154.475,5.837,6840.509,,,,313.732,612.87,0.206,,5443.75,,0.281,48.075,0.228,2.691,2.64,,0.0,0.585,0.156,0.186,0.052,0.02,0.383,0.829,0.376,,260.969,,669.656,,359.92,,0.719,0.467,,,,0.002,856.092,1.003,0.459,0.544,0.467,3.701,0.425,5.394,5.331,5.485,0.027,0.064,0.76,181.708,0.101,0.25,0.028,0.0,0.0,0.551,0.0,0.0,2
Viet Nam,3368,Ninh Thuan,2008,0.0,1117.0,59248.0,34535.0,12266.0,1354.0,,1915.711,3.234,2148.839,580.549,5324.041,6.953,,,,,474.767,650.802,0.239,,5293.493,,0.165,46.68,0.184,2.334,2.355,0.019,,0.497,0.172,0.198,0.108,0.026,0.429,0.457,0.031,0.827,170.587,1096.846,1116.656,,294.772,,0.724,0.37,,,,0.583,1102.132,1.208,0.565,0.644,0.414,5.818,0.691,6.603,4.689,4.819,0.207,0.029,1.0,306.119,0.038,0.206,0.038,0.0,0.0,0.214,0.0,0.0,2
Viet Nam,3369,Phu Tho,2002,0.0,0.0,205271.799,18624.823,17015.279,4432.199,,962.047,1.749,1199.699,1097.543,3263.926,2.745,3864.169,,,,381.687,595.081,0.554,,5639.838,,0.202,48.054,0.13,2.236,2.319,,0.328,0.621,0.017,0.232,0.106,0.024,0.356,1.069,0.218,,114.597,,484.233,,191.827,,0.239,0.32,,,,0.079,746.443,1.665,0.972,0.684,0.096,2.299,0.587,6.322,4.555,7.416,0.072,0.109,0.873,233.289,0.019,0.052,0.242,0.0,0.0,0.776,0.0,0.0,2
Viet Nam,3369,Phu Tho,2008,0.0,8659.0,266439.0,93604.0,39965.0,4858.0,,1140.621,1.524,1386.132,1270.03,4845.491,4.338,,,,,534.039,815.454,0.429,,6381.121,,0.228,51.117,0.128,1.927,1.926,0.031,,0.475,0.015,0.292,0.205,0.013,0.282,1.353,0.093,0.645,112.616,1164.45,791.69,,244.46,,0.261,0.324,,,,0.337,1380.044,1.326,0.774,0.552,0.018,7.394,0.888,8.633,3.853,8.592,0.144,0.034,0.96,440.511,0.026,0.1,0.241,0.0,0.0,1.012,0.0,0.0,2
Viet Nam,3370,Phu Yen,2002,0.0,0.0,90998.425,3175.504,10568.387,2011.965,,914.97,1.939,1398.887,585.491,3748.404,5.983,5065.619,,,,380.297,670.608,0.318,,5532.725,,0.212,48.486,0.188,2.241,2.152,,0.0,0.586,0.039,0.28,0.065,0.031,0.316,0.758,0.213,,112.698,,688.088,,347.043,,0.491,0.471,,,,0.027,1615.617,0.972,0.539,0.427,0.081,3.924,0.647,6.986,4.393,5.455,0.091,0.048,0.779,148.075,0.017,0.132,0.07,0.0,0.0,0.557,0.0,0.0,2
Viet Nam,3370,Phu Yen,2008,0.0,3614.0,99743.0,37550.0,64189.0,0.0,,1325.112,2.033,1598.175,873.297,5307.497,7.394,,,,,413.4,702.132,0.313,,6214.054,,0.169,50.98,0.223,2.121,2.212,0.028,,0.565,0.09,0.273,0.068,0.004,0.364,0.764,0.05,0.662,118.911,840.04,1170.057,,344.021,,0.384,0.438,,,,0.29,530.71,1.117,0.574,0.543,0.141,7.677,0.913,7.375,4.333,6.227,0.496,0.016,0.77,146.425,0.0,0.444,0.042,0.0,0.0,0.278,0.0,0.0,2
Viet Nam,3371,Quang Binh,2002,0.0,0.0,79398.687,10570.254,17329.411,4587.894,,817.885,1.612,1000.546,656.033,3058.879,3.083,4143.739,,,,311.36,564.78,0.367,,5243.798,,0.19,47.86,0.162,2.201,2.337,,0.552,0.622,0.019,0.161,0.164,0.035,0.301,0.74,0.136,,63.066,,464.511,,224.729,,0.272,0.367,,,,0.089,662.636,1.29,0.768,0.505,0.042,,0.386,6.625,4.538,7.443,0.146,0.118,0.67,255.526,0.039,0.096,0.112,0.0,0.0,0.532,0.0,0.0,2
Viet Nam,3371,Quang Binh,2008,0.0,11101.0,103620.0,56765.0,71158.0,0.0,,1179.28,1.553,1436.827,662.717,4178.427,5.259,,,,,453.735,749.008,0.31,,4816.359,,0.209,50.722,0.202,2.172,2.032,0.072,,0.551,0.012,0.187,0.245,0.005,0.314,0.566,0.066,0.617,89.635,868.365,673.096,,237.685,,0.31,0.398,,,,0.366,920.254,1.091,0.667,0.425,0.008,11.664,0.637,8.612,4.204,8.694,0.459,0.037,0.668,313.375,0.0,0.087,0.046,0.0,0.0,0.432,0.0,0.0,2
Viet Nam,3372,Quang Nam,2002,0.0,0.0,177843.712,9397.506,31120.868,5129.238,,769.553,1.547,1009.569,807.737,3036.603,3.249,3936.936,,,,353.823,588.56,0.403,,4745.497,,0.218,50.749,0.225,2.202,2.154,,0.614,0.586,0.007,0.266,0.108,0.033,0.28,0.82,0.327,,124.406,,428.755,,226.254,,0.339,0.399,,,,0.038,428.431,1.205,0.738,0.461,0.011,1.646,0.565,8.425,4.356,5.762,0.127,0.175,0.726,235.167,0.021,0.101,0.101,0.0,0.0,0.618,0.0,0.0,2
Viet Nam,3372,Quang Nam,2008,0.0,14661.0,230803.0,68284.0,103397.0,1971.0,,1487.498,2.027,1804.397,800.066,5099.591,8.445,,,,,450.655,759.965,0.401,,5582.346,,0.229,51.2,0.182,2.15,2.092,0.058,,0.546,0.036,0.305,0.105,0.008,0.35,0.664,0.185,0.62,159.582,885.227,1076.12,,272.829,,0.43,0.371,,,,0.269,400.344,0.97,0.545,0.425,0.06,8.064,0.738,9.423,4.242,6.604,0.407,0.019,0.908,403.148,0.011,0.156,0.105,0.0,0.0,0.404,0.0,0.0,2
Viet Nam,3374,Quang Ngai,2002,0.0,0.0,99985.551,703.416,28977.779,2405.396,,952.843,1.894,1202.252,873.734,3530.059,3.492,4468.918,,,,336.638,573.456,0.398,,5069.155,,0.23,52.388,0.248,2.237,2.373,,0.31,0.598,0.024,0.309,0.06,0.009,0.313,0.982,0.179,,172.088,,514.436,,212.956,,0.369,0.364,,,,0.003,650.507,1.311,0.749,0.556,0.072,1.646,0.686,7.498,4.609,4.983,0.133,0.065,0.459,126.045,0.011,0.193,0.07,0.0,0.0,0.72,0.0,0.0,2
Viet Nam,3374,Quang Ngai,2008,0.0,31370.0,220390.0,64141.0,74936.0,0.0,,1599.574,2.045,1918.924,1064.235,6041.97,9.043,,,,,464.902,784.306,0.389,,6086.233,,0.22,51.833,0.189,2.037,2.116,0.142,,0.615,0.044,0.236,0.084,0.021,0.327,0.736,0.081,0.73,181.741,980.423,1209.282,,359.901,,0.405,0.343,,,,0.291,412.1,0.968,0.509,0.46,0.084,7.423,0.638,8.418,4.153,5.759,0.34,0.038,1.0,159.278,0.0,0.261,0.058,0.0,0.0,0.417,0.0,0.0,2
Viet Nam,3375,Quang Ninh,2002,0.0,0.0,75810.632,1584.9,5657.655,3552.736,,1055.37,1.872,1196.128,1073.924,4362.636,3.852,5195.597,,,,428.374,802.82,0.326,,6196.377,,0.215,47.752,0.14,2.229,1.955,,0.0,0.527,0.039,0.276,0.136,0.022,0.301,1.449,0.18,,135.366,,658.545,,252.623,,0.37,0.389,,,,0.016,649.431,1.126,0.689,0.396,0.092,,0.688,7.441,4.184,7.917,0.057,0.128,0.758,372.759,0.036,0.006,0.155,0.0,0.0,1.288,0.0,0.0,2
Viet Nam,3375,Quang Ninh,2008,0.0,13757.0,77052.0,46158.0,13989.0,1945.0,,1487.453,1.938,1697.33,1863.256,5075.745,4.508,,,,,578.679,917.969,0.407,,7492.399,,0.248,50.284,0.144,2.15,2.407,0.103,,0.596,0.076,0.245,0.058,0.025,0.32,1.401,0.089,0.757,162.159,1242.64,975.614,,249.302,,0.328,0.395,,,,0.344,920.442,1.416,0.824,0.591,0.067,7.973,1.079,15.432,4.558,7.049,0.104,0.015,0.575,180.701,0.019,0.074,0.223,0.0,0.0,1.104,0.0,0.0,2
Viet Nam,3376,Quang Tri,2002,0.0,0.0,61027.715,7834.53,17461.835,2445.507,,850.433,1.713,1052.261,729.137,2493.915,3.194,3682.91,,,,255.905,531.524,0.329,,4890.199,,0.24,51.166,0.247,2.244,2.417,,0.046,0.695,0.009,0.184,0.08,0.033,0.405,0.745,0.147,,46.096,,416.001,,154.354,,0.397,0.37,,,,0.085,1010.101,1.307,0.781,0.521,0.022,0.571,0.511,6.514,4.661,5.598,0.19,0.06,0.665,132.983,0.027,0.031,0.087,0.0,0.0,0.627,0.0,0.0,2
Viet Nam,3376,Quang Tri,2008,0.0,3819.0,85113.0,59002.0,43266.0,0.0,,1449.795,2.055,1995.928,978.181,3126.234,7.02,,,,,487.822,831.069,0.281,,5880.232,,0.229,49.478,0.164,2.251,2.359,0.038,,0.583,0.017,0.252,0.126,0.022,0.439,1.302,0.078,0.4,46.374,680.621,663.416,,195.859,,0.432,0.402,,,,0.592,1879.582,1.016,0.692,0.324,0.039,5.065,0.692,7.982,4.61,7.487,0.434,0.049,0.854,250.75,0.0,0.337,0.106,0.0,0.0,0.86,0.0,0.0,2
Viet Nam,3377,Soc Trang,2002,0.0,0.0,82433.311,1411.439,1503.405,5169.919,,1569.898,3.775,1800.249,286.163,2800.966,7.589,3400.13,,,,393.998,709.325,0.158,,4973.826,,0.315,50.344,0.258,2.351,2.256,,2.124,0.642,0.089,0.146,0.073,0.05,0.576,0.217,0.185,,196.092,,570.029,,357.39,,0.824,0.542,,,,0.015,2217.17,0.895,0.438,0.447,0.293,1.348,0.427,5.023,4.607,3.911,0.015,0.068,0.848,206.553,0.053,0.0,0.042,0.0,0.0,0.175,0.0,0.0,2
Viet Nam,3377,Soc Trang,2008,0.0,2045.0,110463.0,38895.0,11869.0,0.0,,2183.137,5.502,2533.627,321.749,3674.453,13.637,,,,,525.566,835.927,0.12,,5044.731,,0.266,55.248,0.252,1.968,2.092,0.018,,0.66,0.092,0.095,0.125,0.028,0.551,0.3,0.074,0.844,235.371,670.245,840.49,,223.127,,0.849,0.453,,,,0.346,834.482,1.014,0.414,0.601,0.249,7.433,0.563,6.521,4.06,4.366,0.106,0.024,0.982,297.348,0.0,0.03,0.043,0.0,0.0,0.226,0.0,0.0,2
Viet Nam,3378,Son La,2002,0.0,0.0,27351.814,635.228,2076.661,1707.418,,1199.71,2.235,1579.467,495.551,1960.763,3.192,2671.814,,,,312.964,583.526,0.481,,4231.809,,0.153,38.35,0.065,2.637,2.404,,1.338,0.817,0.007,0.124,0.048,0.004,0.72,0.616,0.031,,14.934,,161.64,,179.982,,0.419,0.242,,,,0.011,500.951,2.082,1.085,0.997,0.002,,0.258,6.629,5.041,5.301,0.035,0.042,0.461,108.536,0.029,0.109,0.139,0.0,0.0,0.368,0.0,0.0,2
Viet Nam,3378,Son La,2008,0.0,7184.0,35948.0,22237.0,13169.0,0.0,,1195.57,1.719,1586.72,829.869,2737.88,3.293,,,,,411.38,759.074,0.41,,5221.279,,0.318,44.032,0.133,2.101,2.174,0.096,,0.606,0.015,0.263,0.099,0.017,0.681,0.879,0.095,0.258,38.606,387.967,212.235,,105.51,,0.439,0.2,,,,0.297,719.733,1.59,0.967,0.622,0.045,8.291,0.611,9.958,4.275,6.6,0.176,0.013,0.481,113.368,0.0,0.023,0.134,0.0,0.0,0.722,0.0,0.0,2
Viet Nam,3379,Tay Ninh,2002,0.0,0.0,69635.02,2469.529,4050.788,5459.284,,1390.738,2.978,1851.738,501.069,2853.963,5.535,3774.016,,,,418.067,758.278,0.212,,6664.954,,0.178,46.771,0.178,2.361,2.326,,0.0,0.545,0.108,0.228,0.071,0.049,0.535,0.377,0.371,,240.462,,787.574,,302.523,,0.682,0.643,,,,0.026,963.562,0.828,0.359,0.462,0.388,,0.587,6.383,4.687,5.386,0.043,0.08,0.737,303.361,0.058,0.107,0.073,0.0,0.0,0.196,0.0,0.0,2
Viet Nam,3379,Tay Ninh,2008,0.0,0.0,76411.0,27464.0,7041.0,0.0,,2306.093,4.147,2629.107,628.911,4059.435,14.595,,,,,521.261,756.661,0.168,,7466.297,,0.248,50.99,0.206,2.102,1.838,0.0,,0.459,0.157,0.328,0.035,0.021,0.525,0.499,0.098,0.805,242.852,889.487,1051.56,,265.898,,0.737,0.424,,,,0.334,1196.691,0.852,0.373,0.479,0.429,7.546,0.925,8.265,3.94,5.072,0.086,0.007,0.93,195.524,0.0,0.31,0.046,0.0,0.0,0.144,0.0,0.0,2
Viet Nam,3380,Thai Binh,2002,0.0,0.0,410487.135,7298.393,45479.468,8384.855,,1332.416,2.406,1374.589,717.015,6364.572,6.707,6765.787,,,,336.371,546.038,0.519,,4450.709,,0.154,48.085,0.147,1.763,1.911,,0.219,0.569,0.003,0.252,0.136,0.04,0.208,0.675,0.409,,224.99,,693.266,,219.838,,0.162,0.328,,,,0.017,387.439,0.86,0.514,0.343,0.011,,0.567,5.433,3.674,8.055,0.103,0.122,0.933,301.512,0.019,0.007,0.079,0.0,0.0,0.59,0.0,0.0,2
Viet Nam,3380,Thai Binh,2008,0.0,8031.0,475508.0,105682.0,132027.0,0.0,,1710.471,2.38,1808.558,1054.718,7795.015,9.579,,,,,461.524,778.578,0.432,,6585.628,,0.143,49.405,0.114,1.823,1.841,0.017,,0.578,0.014,0.283,0.121,0.004,0.227,0.862,0.051,0.941,343.543,1714.604,1150.571,,291.235,,0.405,0.349,,,,0.222,594.591,0.811,0.502,0.309,0.004,12.034,0.88,8.084,3.664,8.549,0.278,0.026,1.0,376.101,0.0,0.035,0.166,0.0,0.0,0.662,0.0,0.0,2
Viet Nam,3381,Thai Nguyen,2002,0.0,0.0,174869.358,10411.333,20512.173,10004.879,,1119.013,1.977,1563.271,1063.074,3869.846,3.351,5273.301,,,,389.215,725.804,0.47,,5943.762,,0.208,43.687,0.115,2.15,2.241,,0.245,0.617,0.011,0.25,0.104,0.018,0.348,1.233,0.312,,171.318,,702.912,,171.482,,0.19,0.295,,,,0.057,412.996,1.696,0.955,0.729,0.021,1.317,0.355,6.434,4.391,8.048,0.113,0.059,0.964,242.818,0.055,0.022,0.175,0.0,0.0,1.035,0.0,0.0,2
Viet Nam,3381,Thai Nguyen,2008,0.0,11418.0,176270.0,85915.0,27153.0,3991.0,,1177.862,1.54,1418.676,1346.127,3952.732,3.586,,,,,590.925,872.503,0.478,,5758.73,,0.205,48.855,0.141,1.963,2.024,0.058,,0.575,0.021,0.256,0.121,0.028,0.388,1.329,0.211,0.558,96.566,1007.899,697.052,,159.693,,0.198,0.316,,,,0.434,845.877,1.503,0.901,0.602,0.016,7.919,0.734,7.957,3.986,7.194,0.137,0.014,0.891,277.236,0.026,0.013,0.202,0.0,0.0,1.114,0.0,0.0,2
Viet Nam,3382,Thanh Hoa,2002,0.0,0.0,617821.919,54057.804,59277.417,7836.396,,1277.23,2.35,1566.128,1057.054,4773.893,4.235,5608.938,,,,336.365,536.249,0.521,,5153.897,,0.159,46.684,0.14,2.242,2.241,,0.668,0.648,0.016,0.188,0.105,0.042,0.32,1.103,0.223,,95.772,,630.054,,390.496,,0.313,0.405,,,,0.083,580.622,1.5,0.9,0.55,0.051,3.224,0.413,6.276,4.483,7.828,0.091,0.097,0.949,242.504,0.012,0.058,0.144,0.0,0.0,0.901,0.0,0.0,2
Viet Nam,3382,Thanh Hoa,2008,0.0,82968.0,707480.0,296220.0,268667.0,2755.0,,1713.613,2.168,2025.537,842.82,6192.566,6.549,,,,,473.991,739.342,0.442,,5744.367,,0.135,49.451,0.131,2.106,2.067,0.111,,0.627,0.019,0.219,0.121,0.014,0.335,1.252,0.11,0.706,148.225,1440.179,1072.148,,319.625,,0.411,0.387,,,,0.398,1002.319,1.362,0.799,0.563,0.051,5.74,0.607,8.364,4.173,8.613,0.361,0.031,0.95,219.682,0.005,0.721,0.113,0.0,0.0,0.418,0.0,0.0,2
Viet Nam,3383,Thua Thien - Hue,2002,0.0,0.0,66871.326,7345.174,8960.61,4293.308,,944.757,2.029,1123.172,847.03,3004.992,4.367,5410.266,,,,324.338,596.413,0.374,,5879.469,,0.228,51.92,0.222,2.663,2.57,,0.0,0.543,0.003,0.352,0.078,0.023,0.343,0.959,0.196,,156.445,,557.667,,166.373,,0.337,0.487,,,,0.063,882.455,1.142,0.622,0.519,0.021,,0.976,7.019,5.233,4.913,0.077,0.044,0.575,227.931,0.037,0.04,0.114,0.0,0.0,0.805,0.0,0.0,2
Viet Nam,3383,Thua Thien - Hue,2008,0.0,3788.0,123821.0,47621.0,83484.0,2068.0,,1296.575,1.815,1440.516,727.484,4347.615,7.037,,,,,509.853,906.628,0.296,,5385.913,,0.161,55.632,0.175,1.975,2.125,0.03,,0.475,0.044,0.221,0.253,0.008,0.364,0.66,0.016,0.614,141.117,799.77,766.244,,178.527,,0.432,0.35,,,,0.378,570.36,0.926,0.528,0.398,0.082,7.432,0.635,8.382,4.1,5.092,0.662,0.046,0.983,582.627,0.029,0.064,0.087,0.0,0.0,0.508,0.0,0.0,2
Viet Nam,3384,Tien Giang,2002,0.0,0.0,193803.215,6288.783,17643.177,9041.451,,2003.824,4.538,2006.478,785.102,3998.164,7.237,4334.663,,,,402.885,805.92,0.241,,6212.212,,0.281,51.837,0.254,2.349,2.276,,0.945,0.555,0.07,0.23,0.111,0.034,0.49,1.041,0.396,,360.923,,731.844,,210.266,,0.781,0.57,,,,0.028,707.482,1.079,0.509,0.563,0.179,2.977,0.551,7.08,4.625,4.685,0.077,0.111,0.849,394.782,0.04,0.011,0.162,0.0,0.0,0.868,0.0,0.0,2
